EstadoNome,Estado,RegiaoMetropolitana,Cidade,lat,lon
Rondônia,RO,Leste Rondoniense,Alta Floresta D'Oeste,-11.9355403048,-61.9998238963
Rondônia,RO,Leste Rondoniense,Alto Alegre dos Parecis,-12.1317772246,-61.8530771686
Rondônia,RO,Leste Rondoniense,Alto Paraíso,-9.7166667381,-63.3176294335
Rondônia,RO,Leste Rondoniense,Alvorada D'Oeste,-11.3441300234,-62.2772748657
Rondônia,RO,Leste Rondoniense,Ariquemes,-9.9084628666,-63.033269278
Rondônia,RO,Madeira-Guaporé,Buritis,-10.2098054072,-63.8296787918
Rondônia,RO,Leste Rondoniense,Cabixi,-13.4997634597,-60.5443135812
Rondônia,RO,Leste Rondoniense,Cacaulândia,-10.3388728394,-62.9031899346
Rondônia,RO,Leste Rondoniense,Cacoal,-11.4338650287,-61.4429442118
Rondônia,RO,Madeira-Guaporé,Campo Novo de Rondônia,-10.5684164693,-63.6249914265
Rondônia,RO,Madeira-Guaporé,Candeias do Jamari,-8.7850207035,-63.7000200718
Rondônia,RO,Leste Rondoniense,Castanheiras,-11.4268422255,-61.9491611965
Rondônia,RO,Leste Rondoniense,Cerejeiras,-13.195033032,-60.8184261647
Rondônia,RO,Leste Rondoniense,Chupinguaia,-12.5568407611,-60.90184775
Rondônia,RO,Leste Rondoniense,Colorado do Oeste,-13.1305638415,-60.5550674631
Rondônia,RO,Leste Rondoniense,Corumbiara,-12.9975202365,-60.9487011707
Rondônia,RO,Madeira-Guaporé,Costa Marques,-12.4360138777,-64.2316539391
Rondônia,RO,Madeira-Guaporé,Cujubim,-9.3781933991,-62.5871745319
Rondônia,RO,Leste Rondoniense,Espigão D'Oeste,-11.5285546333,-61.0201731133
Rondônia,RO,Madeira-Guaporé,Guajará-Mirim,-10.7738837407,-65.3239518197
Rondônia,RO,Madeira-Guaporé,Itapuã do Oeste,-9.1918716753,-63.1823370165
Rondônia,RO,Leste Rondoniense,Jaru,-10.4359487679,-62.4762307081
Rondônia,RO,Leste Rondoniense,Ji-Paraná,-10.8820513183,-61.9450945827
Rondônia,RO,Leste Rondoniense,Machadinho D'Oeste,-9.42556248,-61.9995925724
Rondônia,RO,Leste Rondoniense,Ministro Andreazza,-11.1962379842,-61.5189219301
Rondônia,RO,Leste Rondoniense,Mirante da Serra,-11.0456092899,-62.6694270953
Rondônia,RO,Leste Rondoniense,Monte Negro,-10.2630977559,-63.2955591672
Rondônia,RO,Leste Rondoniense,Nova Brasilândia D'Oeste,-11.7213254139,-62.308230163
Rondônia,RO,Madeira-Guaporé,Nova Mamoré,-10.4117712947,-65.3291490231
Rondônia,RO,Leste Rondoniense,Novo Horizonte do Oeste,-11.70974292,-61.9943876628
Rondônia,RO,Leste Rondoniense,Ouro Preto do Oeste,-10.7235739008,-62.2610551904
Rondônia,RO,Leste Rondoniense,Parecis,-12.1798270507,-61.5979979727
Rondônia,RO,Leste Rondoniense,Pimenta Bueno,-11.67753699,-61.1836656736
Rondônia,RO,Leste Rondoniense,Pimenteiras do Oeste,-13.4765620025,-61.0443790025
Rondônia,RO,Leste Rondoniense,Presidente Médici,-11.1732050162,-61.9094386835
Rondônia,RO,Leste Rondoniense,Primavera de Rondônia,-11.8257069542,-61.3165462429
Rondônia,RO,Leste Rondoniense,Rio Crespo,-9.7055367097,-62.900010366
Rondônia,RO,Leste Rondoniense,Rolim de Moura,-11.7222589134,-61.7857809352
Rondônia,RO,Leste Rondoniense,Santa Luzia D'Oeste,-11.9084233325,-61.7733054631
Rondônia,RO,Leste Rondoniense,São Felipe D'Oeste,-11.9143893547,-61.5125081133
Rondônia,RO,Leste Rondoniense,São Miguel do Guaporé,-11.6994897438,-62.7200634814
Rondônia,RO,Leste Rondoniense,Seringueiras,-11.7671166356,-63.0387609977
Rondônia,RO,Leste Rondoniense,Teixeirópolis,-10.932169286,-62.255922254
Rondônia,RO,Leste Rondoniense,Urupá,-11.1285452757,-62.3706324538
Acre,AC,Vale do Acre,Acrelândia,-10.0737938925,-67.05231658
Acre,AC,Vale do Acre,Brasiléia,-11.0164110191,-68.747943426
Acre,AC,Vale do Acre,Bujari,-9.8200196267,-67.9518592792
Acre,AC,Vale do Juruá,Cruzeiro do Sul,-7.630690005,-72.6725313174
Acre,AC,Vale do Acre,Epitaciolândia,-11.028239828,-68.7448680667
Acre,AC,Vale do Juruá,Feijó,-8.16024753,-70.3539836082
Acre,AC,Vale do Juruá,Jordão,-9.1933578598,-71.9508751248
Acre,AC,Vale do Juruá,Mâncio Lima,-7.5932225939,-72.9165010261
Acre,AC,Vale do Acre,Manoel Urbano,-8.8363177369,-69.2599445775
Acre,AC,Vale do Juruá,Marechal Thaumaturgo,-8.9535911232,-72.7902659087
Acre,AC,Vale do Acre,Plácido de Castro,-10.3351332827,-67.1882600862
Acre,AC,Vale do Acre,Porto Acre,-9.6008582312,-67.5405900835
Acre,AC,Vale do Juruá,Rodrigues Alves,-7.7336020337,-72.6478549142
Acre,AC,Vale do Acre,Sena Madureira,-9.065339505,-68.6556840617
Acre,AC,Vale do Acre,Senador Guiomard,-10.1481735862,-67.74317236
Acre,AC,Vale do Acre,Xapuri,-10.6520719403,-68.506294805
Amazonas,AM,Sudoeste Amazonense,Amaturá,-3.3668051875,-68.2096146409
Amazonas,AM,Centro Amazonense,Anamã,-3.5763704269,-61.4059034798
Amazonas,AM,Centro Amazonense,Anori,-3.7453855861,-61.6589553829
Amazonas,AM,Sul Amazonense,Apuí,-7.1978701516,-59.8856661047
Amazonas,AM,Sudoeste Amazonense,Atalaia do Norte,-4.3661574897,-70.1879892845
Amazonas,AM,Centro Amazonense,Autazes,-3.5786636418,-59.1335670918
Amazonas,AM,Norte Amazonense,Barcelos,-0.9728010525,-62.9256696581
Amazonas,AM,Sudoeste Amazonense,Benjamin Constant,-4.3749890186,-70.0273484333
Amazonas,AM,Centro Amazonense,Beruri,-3.8945134098,-61.3715708917
Amazonas,AM,Centro Amazonense,Boa Vista do Ramos,-2.9717265316,-57.5877073465
Amazonas,AM,Sul Amazonense,Boca do Acre,-8.7512431961,-67.3995777567
Amazonas,AM,Sul Amazonense,Borba,-4.3906198915,-59.5945590195
Amazonas,AM,Centro Amazonense,Caapiranga,-3.3300933919,-61.2113341332
Amazonas,AM,Sudoeste Amazonense,Carauari,-4.8816659042,-66.8966352817
Amazonas,AM,Centro Amazonense,Careiro,-3.82244727,-60.3638098437
Amazonas,AM,Centro Amazonense,Careiro da Várzea,-3.1973965949,-59.8263140608
Amazonas,AM,Centro Amazonense,Coari,-4.0842191588,-63.1421839841
Amazonas,AM,Centro Amazonense,Codajás,-3.8430459327,-62.0634296605
Amazonas,AM,Sudoeste Amazonense,Eirunepé,-6.6673525669,-69.8662902624
Amazonas,AM,Sudoeste Amazonense,Envira,-7.439817544,-70.030412543
Amazonas,AM,Sudoeste Amazonense,Guajará,-7.5477744148,-72.5824305383
Amazonas,AM,Sul Amazonense,Humaitá,-7.5122249506,-63.0266980219
Amazonas,AM,Sudoeste Amazonense,Ipixuna,-7.0509801144,-71.6944180603
Amazonas,AM,Centro Amazonense,Iranduba,-3.2810538776,-60.1933881661
Amazonas,AM,Centro Amazonense,Itacoatiara,-3.1403788039,-58.4401754368
Amazonas,AM,Sudoeste Amazonense,Itamarati,-6.4377993486,-68.247917436
Amazonas,AM,Centro Amazonense,Itapiranga,-2.7418427523,-58.034545884
Amazonas,AM,Norte Amazonense,Japurá,-1.8808448587,-66.9969034946
Amazonas,AM,Sudoeste Amazonense,Juruá,-3.4748895989,-66.0630419255
Amazonas,AM,Sudoeste Amazonense,Jutaí,-2.7446464469,-66.7713275467
Amazonas,AM,Centro Amazonense,Manacapuru,-3.2982780355,-60.6205894459
Amazonas,AM,Centro Amazonense,Manaquiri,-3.4290796694,-60.4588813064
Amazonas,AM,Centro Amazonense,Manaus,-3.1346914912,-60.0233351811
Amazonas,AM,Sul Amazonense,Manicoré,-5.8132052612,-61.2992484089
Amazonas,AM,Norte Amazonense,Maraã,-1.8664368773,-65.5742837032
Amazonas,AM,Centro Amazonense,Maués,-3.3864279262,-57.7150343868
Amazonas,AM,Centro Amazonense,Nova Olinda do Norte,-3.8875928319,-59.093074026
Amazonas,AM,Norte Amazonense,Novo Airão,-2.623432459,-60.9488107078
Amazonas,AM,Sul Amazonense,Novo Aripuanã,-5.1226693142,-60.377045669
Amazonas,AM,Sul Amazonense,Pauini,-7.7140436443,-67.0020974885
Amazonas,AM,Centro Amazonense,Presidente Figueiredo,-2.0584290852,-60.0256468345
Amazonas,AM,Centro Amazonense,Rio Preto da Eva,-2.6933015416,-59.7047380942
Amazonas,AM,Norte Amazonense,Santa Isabel do Rio Negro,-0.4166948319,-65.0200226395
Amazonas,AM,Sudoeste Amazonense,Santo Antônio do Içá,-3.1074863092,-67.9464851439
Amazonas,AM,Norte Amazonense,São Gabriel da Cachoeira,-0.1364627881,-67.0836428963
Amazonas,AM,Sudoeste Amazonense,São Paulo de Olivença,-3.4665096235,-68.9448534881
Amazonas,AM,Centro Amazonense,São Sebastião do Uatumã,-2.5701525797,-57.8703463558
Amazonas,AM,Centro Amazonense,Silves,-2.8364274297,-58.2148008608
Amazonas,AM,Sudoeste Amazonense,Tabatinga,-4.2318836756,-69.9462443752
Amazonas,AM,Sul Amazonense,Tapauá,-5.6242235178,-63.1870948672
Amazonas,AM,Centro Amazonense,Tefé,-3.3483724939,-64.7084196633
Amazonas,AM,Centro Amazonense,Uarini,-2.9836092427,-65.1553456402
Amazonas,AM,Centro Amazonense,Urucará,-2.5366116718,-57.7598281746
Amazonas,AM,Centro Amazonense,Urucurituba,-3.1346331156,-58.1596410413
Roraima,RR,Norte de Roraima,Alto Alegre,2.9938229477,-61.3140223901
Roraima,RR,Norte de Roraima,Amajari,3.6521184454,-61.4205901727
Roraima,RR,Norte de Roraima,Boa Vista,2.8166819191,-60.670532673
Roraima,RR,Norte de Roraima,Bonfim,3.3502886191,-59.8780066289
Roraima,RR,Norte de Roraima,Cantá,2.6076663984,-60.6020628476
Roraima,RR,Sul de Roraima,Caracaraí,1.8038712473,-61.1491768701
Roraima,RR,Sul de Roraima,Caroebe,0.8726745072,-59.6948100737
Roraima,RR,Sul de Roraima,Iracema,2.1682147652,-61.052258585
Roraima,RR,Sul de Roraima,Mucajaí,2.4797722351,-60.9115185306
Roraima,RR,Norte de Roraima,Normandia,3.8829782853,-59.6352062836
Roraima,RR,Norte de Roraima,Pacaraima,4.4752593402,-61.1473063471
Roraima,RR,Sul de Roraima,Rorainópolis,0.9371953936,-60.425060494
Roraima,RR,Sul de Roraima,São João da Baliza,0.9471574275,-59.9060443452
Roraima,RR,Sul de Roraima,São Luiz,1.0181116274,-60.0282667742
Roraima,RR,Norte de Roraima,Uiramutã,4.5854403875,-60.195716148
Pará,PA,Nordeste Paraense,Abaetetuba,-1.7234698628,-48.8844038207
Pará,PA,Sudeste Paraense,Abel Figueiredo,-4.9513908955,-48.3967621258
Pará,PA,Marajó,Afuá,-0.1591716938,-50.3914275892
Pará,PA,Sudeste Paraense,Água Azul do Norte,-6.8049488674,-50.4852745073
Pará,PA,Baixo Amazonas,Alenquer,-1.951397505,-54.7408623502
Pará,PA,Sudoeste Paraense,Altamira,-3.20565951,-52.2143763052
Pará,PA,Marajó,Anajás,-0.984451394,-49.9450010405
Pará,PA,Metropolitana de Belém,Ananindeua,-1.3687135683,-48.3720666542
Pará,PA,Sudoeste Paraense,Anapu,-3.4761046351,-51.2016217985
Pará,PA,Nordeste Paraense,Augusto Corrêa,-1.02292101,-46.6416457857
Pará,PA,Nordeste Paraense,Aurora do Pará,-2.1293760132,-47.5561746036
Pará,PA,Sudoeste Paraense,Aveiro,-3.6055952593,-55.3307343898
Pará,PA,Marajó,Bagre,-1.8898080604,-50.2219869206
Pará,PA,Nordeste Paraense,Baião,-2.7919618614,-49.6727533733
Pará,PA,Sudeste Paraense,Bannach,-7.3510721924,-50.4060471215
Pará,PA,Metropolitana de Belém,Barcarena,-1.505767005,-48.6270728925
Pará,PA,Metropolitana de Belém,Belém,-1.459845,-48.4878256875
Pará,PA,Baixo Amazonas,Belterra,-2.6490201695,-54.9426747393
Pará,PA,Metropolitana de Belém,Benevides,-1.361437515,-48.2418364506
Pará,PA,Sudeste Paraense,Bom Jesus do Tocantins,-5.0473627043,-48.5990399591
Pará,PA,Nordeste Paraense,Bonito,-1.3674743569,-47.3058918169
Pará,PA,Nordeste Paraense,Bragança,-1.0535239562,-46.7657542137
Pará,PA,Sudoeste Paraense,Brasil Novo,-3.297803704,-52.5434411923
Pará,PA,Sudeste Paraense,Brejo Grande do Araguaia,-5.7072961538,-48.4057604224
Pará,PA,Sudeste Paraense,Breu Branco,-3.7781354129,-49.5698796833
Pará,PA,Marajó,Breves,-1.6907365,-50.480894799
Pará,PA,Metropolitana de Belém,Bujaru,-1.5139914623,-48.0358750144
Pará,PA,Nordeste Paraense,Cachoeira do Piriá,-1.7528970049,-46.5473914166
Pará,PA,Nordeste Paraense,Cametá,-2.24683848,-49.497830169
Pará,PA,Sudeste Paraense,Canaã dos Carajás,-6.5321966156,-49.8489584319
Pará,PA,Nordeste Paraense,Capanema,-1.192441995,-47.1751261231
Pará,PA,Nordeste Paraense,Capitão Poço,-1.7461872932,-47.0628253774
Pará,PA,Metropolitana de Belém,Castanhal,-1.295756805,-47.9266431419
Pará,PA,Marajó,Chaves,-0.1624372901,-49.9893186051
Pará,PA,Nordeste Paraense,Colares,-0.932091244,-48.2887284319
Pará,PA,Sudeste Paraense,Conceição do Araguaia,-8.26486353,-49.2645008125
Pará,PA,Nordeste Paraense,Concórdia do Pará,-1.9845214628,-47.949886939
Pará,PA,Sudeste Paraense,Cumaru do Norte,-7.8111065369,-50.7715783775
Pará,PA,Sudeste Paraense,Curionópolis,-6.0968199522,-49.602214225
Pará,PA,Marajó,Curralinho,-1.8094234197,-49.7915228471
Pará,PA,Nordeste Paraense,Curuçá,-0.73249551,-47.8512650859
Pará,PA,Sudeste Paraense,Dom Eliseu,-4.29077772,-47.555914886
Pará,PA,Sudeste Paraense,Eldorado do Carajás,-6.1035251611,-49.3739519422
Pará,PA,Baixo Amazonas,Faro,-2.1729752419,-56.7457530173
Pará,PA,Sudeste Paraense,Floresta do Araguaia,-7.5587008724,-49.6975784122
Pará,PA,Nordeste Paraense,Garrafão do Norte,-1.9316970431,-47.0450460173
Pará,PA,Sudeste Paraense,Goianésia do Pará,-3.842468,-49.1010449237
Pará,PA,Marajó,Gurupá,-1.404918,-51.6436957234
Pará,PA,Nordeste Paraense,Igarapé-Açu,-1.124322,-47.622375492
Pará,PA,Nordeste Paraense,Igarapé-Miri,-1.983116,-48.9622994689
Pará,PA,Metropolitana de Belém,Inhangapi,-1.4265819809,-47.9133927466
Pará,PA,Nordeste Paraense,Ipixuna do Pará,-2.5575285,-47.4997175888
Pará,PA,Sudoeste Paraense,Itaituba,-4.26372948,-55.9900488573
Pará,PA,Sudeste Paraense,Itupiranga,-5.1288370264,-49.3244258613
Pará,PA,Sudoeste Paraense,Jacareacanga,-6.2235517314,-57.7663398584
Pará,PA,Sudeste Paraense,Jacundá,-4.448405475,-49.1127815626
Pará,PA,Baixo Amazonas,Juruti,-2.155252995,-56.0949976884
Pará,PA,Nordeste Paraense,Limoeiro do Ajuru,-1.8919485,-49.3815339012
Pará,PA,Nordeste Paraense,Mãe do Rio,-2.0477074408,-47.5522901795
Pará,PA,Nordeste Paraense,Magalhães Barata,-0.795850156,-47.5991818965
Pará,PA,Sudeste Paraense,Marabá,-5.3526057631,-49.1420253334
Pará,PA,Nordeste Paraense,Maracanã,-0.76241946,-47.4552679594
Pará,PA,Nordeste Paraense,Marapanim,-0.7121509963,-47.7025487538
Pará,PA,Metropolitana de Belém,Marituba,-1.3464172656,-48.3405358778
Pará,PA,Sudoeste Paraense,Medicilândia,-3.4454174122,-52.8883453507
Pará,PA,Marajó,Melgaço,-1.8034466986,-50.7174646977
Pará,PA,Nordeste Paraense,Mocajuba,-2.5828729733,-49.5090234613
Pará,PA,Baixo Amazonas,Mojuí dos Campos,-2.68245777,-54.64326888
Pará,PA,Baixo Amazonas,Monte Alegre,-2.003328,-54.0733747256
Pará,PA,Marajó,Muaná,-1.5300262084,-49.2168324425
Pará,PA,Nordeste Paraense,Nova Esperança do Piriá,-2.267625989,-46.9620928837
Pará,PA,Sudeste Paraense,Nova Ipixuna,-4.923086307,-49.079886938
Pará,PA,Sudoeste Paraense,Novo Progresso,-7.0348359133,-55.419870118
Pará,PA,Sudeste Paraense,Novo Repartimento,-4.2481485,-49.9486382443
Pará,PA,Baixo Amazonas,Óbidos,-1.9092354959,-55.5163235097
Pará,PA,Nordeste Paraense,Oeiras do Pará,-2.004734,-49.8551061088
Pará,PA,Baixo Amazonas,Oriximiná,-1.7637535,-55.8627995152
Pará,PA,Nordeste Paraense,Ourém,-1.5489471423,-47.1176193629
Pará,PA,Sudeste Paraense,Ourilândia do Norte,-6.7406170864,-51.0908327747
Pará,PA,Sudoeste Paraense,Pacajá,-3.8303057038,-50.6348408304
Pará,PA,Sudeste Paraense,Palestina do Pará,-5.7499341062,-48.3217937262
Pará,PA,Sudeste Paraense,Paragominas,-2.9941905,-47.3569615611
Pará,PA,Sudeste Paraense,Parauapebas,-6.0727298876,-49.9007806343
Pará,PA,Sudeste Paraense,Pau D'Arco,-7.836794404,-50.0482755319
Pará,PA,Sudeste Paraense,Piçarra,-6.4536762346,-48.8684006672
Pará,PA,Marajó,Ponta de Pedras,-1.3965999975,-48.87178556
Pará,PA,Marajó,Portel,-1.936451,-50.8224904422
Pará,PA,Baixo Amazonas,Porto de Moz,-1.7460900888,-52.242476919
Pará,PA,Baixo Amazonas,Prainha,-1.8056945,-53.4818139408
Pará,PA,Nordeste Paraense,Primavera,-0.9401115159,-47.1172512589
Pará,PA,Nordeste Paraense,Quatipuru,-0.9001158537,-47.0067869936
Pará,PA,Sudeste Paraense,Redenção,-8.0276045,-50.0296418255
Pará,PA,Sudeste Paraense,Rio Maria,-7.3111152447,-50.0464108775
Pará,PA,Sudoeste Paraense,Rurópolis,-4.09906539,-54.9058622599
Pará,PA,Nordeste Paraense,Salinópolis,-0.623638,-47.3531202632
Pará,PA,Marajó,Salvaterra,-0.7545259744,-48.5131865994
Pará,PA,Metropolitana de Belém,Santa Bárbara do Pará,-1.229439467,-48.2977406498
Pará,PA,Metropolitana de Belém,Santa Izabel do Pará,-1.2973959013,-48.163059941
Pará,PA,Nordeste Paraense,Santa Luzia do Pará,-1.5188278914,-46.9061692027
Pará,PA,Nordeste Paraense,Santa Maria do Pará,-1.3478664593,-47.5746954138
Pará,PA,Sudeste Paraense,Santana do Araguaia,-9.329424525,-50.3448043211
Pará,PA,Baixo Amazonas,Santarém,-2.43621333,-54.7185701673
Pará,PA,Nordeste Paraense,Santarém Novo,-0.9287195358,-47.4009247449
Pará,PA,Metropolitana de Belém,Santo Antônio do Tauá,-1.1516925,-48.1324330748
Pará,PA,Nordeste Paraense,São Caetano de Odivelas,-0.74661776,-48.0258054981
Pará,PA,Sudeste Paraense,São Domingos do Araguaia,-5.549841,-48.7203734108
Pará,PA,Nordeste Paraense,São Domingos do Capim,-1.6758145,-47.7747845692
Pará,PA,Sudeste Paraense,São Félix do Xingu,-6.6424832783,-51.993782524
Pará,PA,Sudeste Paraense,São Geraldo do Araguaia,-6.39895797,-48.5557124862
Pará,PA,Nordeste Paraense,São João da Ponta,-0.8510021453,-47.9207241656
Pará,PA,Nordeste Paraense,São João de Pirabas,-0.7664425315,-47.1726742979
Pará,PA,Sudeste Paraense,São João do Araguaia,-5.3590027244,-48.788633402
Pará,PA,Nordeste Paraense,São Miguel do Guamá,-1.6171359145,-47.4824089445
Pará,PA,Marajó,São Sebastião da Boa Vista,-1.7188505,-49.5323121746
Pará,PA,Sudeste Paraense,Sapucaia,-6.9428571126,-49.7035807119
Pará,PA,Marajó,Soure,-0.7259255,-48.5160126623
Pará,PA,Nordeste Paraense,Terra Alta,-1.0348266636,-47.9078083484
Pará,PA,Baixo Amazonas,Terra Santa,-2.1081144737,-56.4909047722
Pará,PA,Nordeste Paraense,Tomé-Açu,-2.4193668553,-48.1468965866
Pará,PA,Nordeste Paraense,Tracuateua,-1.0687840586,-46.8994783371
Pará,PA,Sudoeste Paraense,Trairão,-4.6998191497,-55.9961700349
Pará,PA,Sudeste Paraense,Tucumã,-6.7499720074,-51.1395392466
Pará,PA,Sudeste Paraense,Tucuruí,-3.7668890843,-49.6671843672
Pará,PA,Sudoeste Paraense,Uruará,-3.7065285,-53.7370310505
Pará,PA,Nordeste Paraense,Vigia,-0.8555325737,-48.1414985852
Pará,PA,Nordeste Paraense,Viseu,-1.2032785267,-46.1387652161
Pará,PA,Sudoeste Paraense,Vitória do Xingu,-2.8837657102,-52.0112603538
Pará,PA,Sudeste Paraense,Xinguara,-7.1015128271,-49.9427005844
Amapá,AP,Norte do Amapá,Calçoene,2.4965590446,-50.9447727343
Amapá,AP,Sul do Amapá,Cutias,0.9710780554,-50.8016260299
Amapá,AP,Sul do Amapá,Ferreira Gomes,0.8539773931,-51.187429046
Amapá,AP,Sul do Amapá,Itaubal,0.6006532883,-50.7001794374
Amapá,AP,Sul do Amapá,Laranjal do Jari,-0.8556645,-52.5390207369
Amapá,AP,Sul do Amapá,Macapá,0.03895101,-51.057405457
Amapá,AP,Sul do Amapá,Mazagão,-0.1243963288,-51.2860768561
Amapá,AP,Norte do Amapá,Oiapoque,3.8511307326,-51.8305525553
Amapá,AP,Norte do Amapá,Pracuúba,1.7425084871,-50.7842537213
Amapá,AP,Sul do Amapá,Santana,-0.0383734791,-51.1728464651
Amapá,AP,Sul do Amapá,Serra do Navio,0.897841041,-52.0035384353
Amapá,AP,Norte do Amapá,Tartarugalzinho,1.5098482403,-50.9127861523
Amapá,AP,Sul do Amapá,Vitória do Jari,-0.9189770885,-52.4196147796
Tocantins,TO,Ocidental do Tocantins,Aguiarnópolis,-6.5471708206,-47.4704565879
Tocantins,TO,Ocidental do Tocantins,Aliança do Tocantins,-11.3037430465,-48.9412400221
Tocantins,TO,Oriental do Tocantins,Almas,-11.5745234694,-47.1741716842
Tocantins,TO,Ocidental do Tocantins,Alvorada,-12.4788153208,-49.1268114067
Tocantins,TO,Ocidental do Tocantins,Angico,-6.3877527497,-47.8620778392
Tocantins,TO,Oriental do Tocantins,Aparecida do Rio Negro,-9.9558777146,-47.9766700114
Tocantins,TO,Ocidental do Tocantins,Aragominas,-7.1643492714,-48.5234301923
Tocantins,TO,Ocidental do Tocantins,Araguacema,-8.8018025441,-49.5618126396
Tocantins,TO,Ocidental do Tocantins,Araguaçu,-12.9255837119,-49.8286124433
Tocantins,TO,Ocidental do Tocantins,Araguaína,-7.1913289397,-48.2087052519
Tocantins,TO,Ocidental do Tocantins,Araguanã,-6.58224942,-48.6437495469
Tocantins,TO,Ocidental do Tocantins,Araguatins,-5.650586473,-48.123507343
Tocantins,TO,Ocidental do Tocantins,Arapoema,-7.6525697354,-49.0756373853
Tocantins,TO,Oriental do Tocantins,Arraias,-12.9344198593,-46.9461070586
Tocantins,TO,Ocidental do Tocantins,Augustinópolis,-5.4654142959,-47.880956791
Tocantins,TO,Ocidental do Tocantins,Axixá do Tocantins,-5.6243090659,-47.7741560325
Tocantins,TO,Ocidental do Tocantins,Babaçulândia,-7.2018645321,-47.758816127
Tocantins,TO,Ocidental do Tocantins,Bandeirantes do Tocantins,-7.7648591413,-48.5783806049
Tocantins,TO,Oriental do Tocantins,Barra do Ouro,-7.6917665987,-47.6871349692
Tocantins,TO,Ocidental do Tocantins,Barrolândia,-9.8316533645,-48.7314605907
Tocantins,TO,Ocidental do Tocantins,Bernardo Sayão,-7.8685124833,-48.8990543467
Tocantins,TO,Oriental do Tocantins,Bom Jesus do Tocantins,-8.9633480129,-48.1663804935
Tocantins,TO,Ocidental do Tocantins,Brasilândia do Tocantins,-8.3848893511,-48.4853744191
Tocantins,TO,Ocidental do Tocantins,Brejinho de Nazaré,-11.0108050562,-48.5586602282
Tocantins,TO,Ocidental do Tocantins,Buriti do Tocantins,-5.3135388564,-48.2232501281
Tocantins,TO,Ocidental do Tocantins,Cachoeirinha,-6.1132416465,-47.9141977786
Tocantins,TO,Ocidental do Tocantins,Cariri do Tocantins,-11.8889974639,-49.171040729
Tocantins,TO,Ocidental do Tocantins,Carmolândia,-7.0314787779,-48.3959599306
Tocantins,TO,Ocidental do Tocantins,Carrasco Bonito,-5.3226613549,-48.0306334266
Tocantins,TO,Ocidental do Tocantins,Caseara,-9.2674062189,-49.9486922678
Tocantins,TO,Oriental do Tocantins,Centenário,-8.9584636391,-47.3383985146
Tocantins,TO,Oriental do Tocantins,Chapada da Natividade,-11.6242678314,-47.7539048919
Tocantins,TO,Ocidental do Tocantins,Colméia,-8.7293718068,-48.7570665857
Tocantins,TO,Oriental do Tocantins,Combinado,-12.818607672,-46.5520723403
Tocantins,TO,Oriental do Tocantins,Conceição do Tocantins,-12.217277767,-47.2928688108
Tocantins,TO,Ocidental do Tocantins,Couto Magalhães,-8.3551183696,-49.1765715709
Tocantins,TO,Ocidental do Tocantins,Cristalândia,-10.5907246371,-49.1863002913
Tocantins,TO,Ocidental do Tocantins,Crixás do Tocantins,-11.1042742936,-48.9155138256
Tocantins,TO,Ocidental do Tocantins,Darcinópolis,-6.7123510015,-47.7521611103
Tocantins,TO,Oriental do Tocantins,Dianópolis,-11.6252318781,-46.8204090669
Tocantins,TO,Ocidental do Tocantins,Divinópolis do Tocantins,-9.7953011402,-49.2054131874
Tocantins,TO,Ocidental do Tocantins,Dois Irmãos do Tocantins,-9.2612967098,-49.0673386443
Tocantins,TO,Ocidental do Tocantins,Dueré,-11.3412854168,-49.2658759162
Tocantins,TO,Ocidental do Tocantins,Esperantina,-5.3666080594,-48.5441476004
Tocantins,TO,Ocidental do Tocantins,Figueirópolis,-12.1367799832,-49.1738467307
Tocantins,TO,Ocidental do Tocantins,Formoso do Araguaia,-11.8051419686,-49.5268603629
Tocantins,TO,Ocidental do Tocantins,Goianorte,-8.7705208048,-48.9368901924
Tocantins,TO,Oriental do Tocantins,Goiatins,-7.7091723902,-47.3154354892
Tocantins,TO,Ocidental do Tocantins,Guaraí,-8.8361656575,-48.5086406065
Tocantins,TO,Ocidental do Tocantins,Gurupi,-11.7297723229,-49.0714774689
Tocantins,TO,Oriental do Tocantins,Ipueiras,-11.2462886216,-48.4519262289
Tocantins,TO,Oriental do Tocantins,Itacajá,-8.3909805523,-47.7681124027
Tocantins,TO,Ocidental do Tocantins,Itaguatins,-5.7753850884,-47.479935949
Tocantins,TO,Oriental do Tocantins,Itapiratins,-8.3843295934,-48.1111996095
Tocantins,TO,Ocidental do Tocantins,Itaporã do Tocantins,-8.5688286116,-48.6932637032
Tocantins,TO,Ocidental do Tocantins,Juarina,-8.1174239676,-49.0986431854
Tocantins,TO,Ocidental do Tocantins,Lagoa da Confusão,-10.7886955576,-49.6200853391
Tocantins,TO,Oriental do Tocantins,Lagoa do Tocantins,-10.296886697,-47.5614466303
Tocantins,TO,Oriental do Tocantins,Lajeado,-9.7446824357,-48.3585039507
Tocantins,TO,Oriental do Tocantins,Lavandeira,-12.7916587877,-46.5066757157
Tocantins,TO,Oriental do Tocantins,Lizarda,-9.5945702878,-46.6751654558
Tocantins,TO,Ocidental do Tocantins,Luzinópolis,-6.1939896602,-47.8568280414
Tocantins,TO,Ocidental do Tocantins,Marianópolis do Tocantins,-9.7988803594,-49.6510339944
Tocantins,TO,Oriental do Tocantins,Mateiros,-10.5444288461,-46.4124657431
Tocantins,TO,Ocidental do Tocantins,Maurilândia do Tocantins,-5.9525664212,-47.5048799602
