EstadoNome,Estado,RegiaoMetropolitana,Cidade,lat,lon
São Paulo,SP,São José do Rio Preto,Guarani d'Oeste,-20.0757055718,-50.3415338817
São Paulo,SP,Bauru,Guarantã,-21.8951462015,-49.5948218474
São Paulo,SP,Araçatuba,Guararapes,-21.253446495,-50.6426390483
São Paulo,SP,Vale do Paraíba Paulista,Guaratinguetá,-22.8174250893,-45.1916001284
São Paulo,SP,Itapetininga,Guareí,-23.3731401918,-48.1845381753
São Paulo,SP,Ribeirão Preto,Guariba,-21.357996,-48.2340567272
São Paulo,SP,Metropolitana de São Paulo,Guarujá,-23.995149,-46.2490342794
São Paulo,SP,Metropolitana de São Paulo,Guarulhos,-23.468506,-46.5310840857
São Paulo,SP,Ribeirão Preto,Guatapará,-21.4918946536,-48.0377293575
São Paulo,SP,São José do Rio Preto,Guzolândia,-20.6501686873,-50.6614595041
São Paulo,SP,Marília,Herculândia,-22.0037471807,-50.3855215981
São Paulo,SP,Campinas,Holambra,-22.6417496242,-47.0592869062
São Paulo,SP,Campinas,Hortolândia,-22.858395,-47.2210966098
São Paulo,SP,Bauru,Iacanga,-21.8919776027,-49.0169299189
São Paulo,SP,Marília,Iacri,-21.8550610869,-50.6891999324
São Paulo,SP,Araraquara,Ibaté,-21.955602,-48.0023882087
São Paulo,SP,São José do Rio Preto,Ibirá,-21.0805374994,-49.2388615313
São Paulo,SP,Assis,Ibirarema,-22.8145429597,-50.0791253946
São Paulo,SP,Araraquara,Ibitinga,-21.7570829843,-48.827694693
São Paulo,SP,Macro Metropolitana Paulista,Ibiúna,-23.6526325,-47.2204911875
São Paulo,SP,São José do Rio Preto,Icém,-20.3435051211,-49.1961201915
São Paulo,SP,Assis,Iepê,-22.6631014713,-51.0774138909
São Paulo,SP,Bauru,Igaraçu do Tietê,-22.511149,-48.5570661014
São Paulo,SP,Ribeirão Preto,Igarapava,-20.039612535,-47.7510665713
São Paulo,SP,Vale do Paraíba Paulista,Igaratá,-23.204843,-46.1563144239
São Paulo,SP,Litoral Sul Paulista,Iguape,-24.7069541964,-47.5531374088
São Paulo,SP,Litoral Sul Paulista,Ilha Comprida,-24.7392399404,-47.5543169659
São Paulo,SP,Araçatuba,Ilha Solteira,-20.4293725,-51.3448906576
São Paulo,SP,Vale do Paraíba Paulista,Ilhabela,-23.7886525,-45.3540566669
São Paulo,SP,Campinas,Indaiatuba,-23.081646,-47.2123089403
São Paulo,SP,Presidente Prudente,Indiana,-22.1720934487,-51.2517585134
São Paulo,SP,São José do Rio Preto,Indiaporã,-19.9775429994,-50.288981042
São Paulo,SP,Presidente Prudente,Inúbia Paulista,-21.7699119903,-50.964374894
São Paulo,SP,Assis,Ipaussu,-23.0529129993,-49.6268069783
São Paulo,SP,Piracicaba,Ipeúna,-22.4372995022,-47.7190959711
São Paulo,SP,Itapetininga,Iporanga,-24.5844601783,-48.5896007141
São Paulo,SP,Ribeirão Preto,Ipuã,-20.441482601,-48.0173850385
São Paulo,SP,Piracicaba,Iracemápolis,-22.5830369343,-47.5222466342
São Paulo,SP,São José do Rio Preto,Irapuã,-21.2764371764,-49.4081517822
São Paulo,SP,Presidente Prudente,Irapuru,-21.5674762353,-51.3501727308
São Paulo,SP,São José do Rio Preto,Itajobi,-21.3157070587,-49.0543110798
São Paulo,SP,Litoral Sul Paulista,Itanhaém,-24.1861206668,-46.7909914829
São Paulo,SP,Itapetininga,Itaoca,-24.6425942348,-48.8428556815
São Paulo,SP,Metropolitana de São Paulo,Itapecerica da Serra,-23.715357,-46.8505519669
São Paulo,SP,Itapetininga,Itapetininga,-23.5878725,-48.0461428955
São Paulo,SP,Itapetininga,Itapeva,-23.9834379993,-48.8773891591
São Paulo,SP,Metropolitana de São Paulo,Itapevi,-23.546934,-46.9333728635
São Paulo,SP,Campinas,Itapira,-22.4360054993,-46.8212480111
São Paulo,SP,Itapetininga,Itapirapuã Paulista,-24.5715534993,-49.1721656553
São Paulo,SP,Araraquara,Itápolis,-21.5947039944,-48.8133919855
São Paulo,SP,Itapetininga,Itaporanga,-23.7034999432,-49.4843963121
São Paulo,SP,Bauru,Itapuí,-22.232127625,-48.7188741595
São Paulo,SP,Araçatuba,Itapura,-20.6398257756,-51.5099693695
São Paulo,SP,Metropolitana de São Paulo,Itaquaquecetuba,-23.4768975,-46.351603141
São Paulo,SP,Itapetininga,Itararé,-24.11213796,-49.3361197139
São Paulo,SP,Litoral Sul Paulista,Itariri,-24.2920056339,-47.1757260566
São Paulo,SP,Macro Metropolitana Paulista,Itatiba,-23.0048529993,-46.8375578529
São Paulo,SP,Bauru,Itatinga,-23.1042734017,-48.6133802693
São Paulo,SP,Piracicaba,Itirapina,-22.2539679738,-47.8198848666
São Paulo,SP,Ribeirão Preto,Itirapuã,-20.6424265297,-47.2199528849
São Paulo,SP,Campinas,Itobi,-21.7349018191,-46.9734186542
São Paulo,SP,Macro Metropolitana Paulista,Itu,-23.2654425,-47.299749836
São Paulo,SP,Macro Metropolitana Paulista,Itupeva,-23.1534096262,-47.0557011521
São Paulo,SP,Ribeirão Preto,Ituverava,-20.3362879659,-47.7804156554
São Paulo,SP,Ribeirão Preto,Jaborandi,-20.6872244994,-48.4134449206
São Paulo,SP,Ribeirão Preto,Jaboticabal,-21.2544714994,-48.3203497513
São Paulo,SP,Vale do Paraíba Paulista,Jacareí,-23.3048804993,-45.9695932044
São Paulo,SP,São José do Rio Preto,Jaci,-20.8840851331,-49.5733446115
São Paulo,SP,São José do Rio Preto,Jales,-20.2678530475,-50.550356199
São Paulo,SP,Vale do Paraíba Paulista,Jambeiro,-23.2565768668,-45.6936551246
São Paulo,SP,Metropolitana de São Paulo,Jandira,-23.529939,-46.9052211417
São Paulo,SP,Ribeirão Preto,Jardinópolis,-21.022457,-47.7653529285
São Paulo,SP,Macro Metropolitana Paulista,Jarinu,-23.1030625,-46.7382709354
São Paulo,SP,Bauru,Jaú,-22.29579099,-48.5581413878
São Paulo,SP,Ribeirão Preto,Jeriquara,-20.3120415893,-47.5887439166
São Paulo,SP,Macro Metropolitana Paulista,Joanópolis,-22.9306782182,-46.2734166101
São Paulo,SP,Presidente Prudente,João Ramalho,-22.2510460551,-50.7685353084
São Paulo,SP,São José do Rio Preto,José Bonifácio,-21.053719035,-49.686282716
São Paulo,SP,Piracicaba,Jumirim,-23.0825599993,-47.7981735119
São Paulo,SP,Macro Metropolitana Paulista,Jundiaí,-23.187668,-46.885273968
São Paulo,SP,Presidente Prudente,Junqueirópolis,-21.5112757497,-51.4340119505
São Paulo,SP,Litoral Sul Paulista,Juquiá,-24.320703079,-47.6353419677
São Paulo,SP,Metropolitana de São Paulo,Juquitiba,-23.9356892015,-47.0815940723
São Paulo,SP,Itapetininga,Laranjal Paulista,-23.0540116065,-47.8337807103
São Paulo,SP,Araçatuba,Lavínia,-21.1648565655,-51.0405016571
São Paulo,SP,Vale do Paraíba Paulista,Lavrinhas,-22.5700964742,-44.8931102794
São Paulo,SP,Piracicaba,Limeira,-22.562194,-47.4019395233
São Paulo,SP,Campinas,Lindóia,-22.5204881922,-46.6614836163
São Paulo,SP,Bauru,Lins,-21.6723465,-49.7514233867
São Paulo,SP,Vale do Paraíba Paulista,Lorena,-22.7316930326,-45.1242481442
São Paulo,SP,Araçatuba,Lourdes,-20.9653905383,-50.226660096
São Paulo,SP,Macro Metropolitana Paulista,Louveira,-23.0867785,-46.946440218
São Paulo,SP,Bauru,Lucianópolis,-22.4316399993,-49.5231791245
São Paulo,SP,Ribeirão Preto,Luís Antônio,-21.5517065252,-47.7002799448
São Paulo,SP,Araçatuba,Luiziânia,-21.6736029646,-50.3276394896
São Paulo,SP,Marília,Lupércio,-22.4138153922,-49.8203246999
São Paulo,SP,Assis,Lutécia,-22.3434442872,-50.3893271159
São Paulo,SP,Bauru,Macatuba,-22.5055496288,-48.711405387
São Paulo,SP,São José do Rio Preto,Macaubal,-20.8013135396,-49.9634978203
São Paulo,SP,São José do Rio Preto,Macedônia,-20.1499979847,-50.1976284842
São Paulo,SP,São José do Rio Preto,Magda,-20.6434813111,-50.2275370471
São Paulo,SP,Macro Metropolitana Paulista,Mairinque,-23.547458,-47.1844826262
São Paulo,SP,Metropolitana de São Paulo,Mairiporã,-23.322459383,-46.5901958731
São Paulo,SP,Assis,Manduri,-23.0033460899,-49.3181131206
São Paulo,SP,Presidente Prudente,Marabá Paulista,-22.1103314993,-51.9684674847
São Paulo,SP,Assis,Maracaí,-22.6104153368,-50.6689682495
São Paulo,SP,São José do Rio Preto,Marapoama,-21.2587619256,-49.1400008103
São Paulo,SP,Presidente Prudente,Mariápolis,-21.7944933665,-51.1828975551
São Paulo,SP,Marília,Marília,-22.214933,-49.9516456431
São Paulo,SP,São José do Rio Preto,Marinópolis,-20.4393989125,-50.8256772948
São Paulo,SP,Presidente Prudente,Martinópolis,-22.147832475,-51.1707680575
São Paulo,SP,São José do Rio Preto,Mendonça,-21.1801561723,-49.5820189989
São Paulo,SP,São José do Rio Preto,Meridiano,-20.3541099032,-50.1818318399
São Paulo,SP,São José do Rio Preto,Mesópolis,-19.967037103,-50.6220802654
São Paulo,SP,Bauru,Mineiros do Tietê,-22.4116968008,-48.4518023093
São Paulo,SP,São José do Rio Preto,Mira Estrela,-19.9805160524,-50.1384271964
São Paulo,SP,Litoral Sul Paulista,Miracatu,-24.2839294654,-47.4571039991
São Paulo,SP,Araçatuba,Mirandópolis,-21.132086985,-51.1056403918
São Paulo,SP,Presidente Prudente,Mirante do Paranapanema,-22.2905585945,-51.9057943059
São Paulo,SP,São José do Rio Preto,Mirassol,-20.8170045,-49.5121392179
São Paulo,SP,São José do Rio Preto,Mirassolândia,-20.6168572198,-49.4655198425
São Paulo,SP,Campinas,Mococa,-21.46899051,-47.0071709787
São Paulo,SP,Metropolitana de São Paulo,Mogi das Cruzes,-23.5227065,-46.1967600843
São Paulo,SP,Campinas,Mogi Guaçu,-22.3657201895,-46.9444740881
São Paulo,SP,Campinas,Mogi Mirim,-22.4326955,-46.9563671266
São Paulo,SP,Piracicaba,Mombuca,-22.9268278834,-47.5675240048
São Paulo,SP,São José do Rio Preto,Monções,-20.8503257038,-50.0963061315
São Paulo,SP,Litoral Sul Paulista,Mongaguá,-24.094116145,-46.6199927254
São Paulo,SP,Campinas,Monte Alegre do Sul,-22.6811286599,-46.6811943005
São Paulo,SP,Ribeirão Preto,Monte Alto,-21.263863995,-48.49665126
São Paulo,SP,Presidente Prudente,Monte Castelo,-21.2989594493,-51.5654932487
São Paulo,SP,Campinas,Monte Mor,-22.9455219993,-47.3132692483
São Paulo,SP,Vale do Paraíba Paulista,Monteiro Lobato,-22.9550105792,-45.848151985
São Paulo,SP,Ribeirão Preto,Morro Agudo,-20.7326629994,-48.0575938253
São Paulo,SP,Macro Metropolitana Paulista,Morungaba,-22.8810309327,-46.7913443946
São Paulo,SP,Araraquara,Motuca,-21.5076094412,-48.1506612544
São Paulo,SP,Araçatuba,Murutinga do Sul,-20.9942980893,-51.2771381855
São Paulo,SP,Assis,Nantes,-22.6201175825,-51.2385874976
São Paulo,SP,Presidente Prudente,Narandiba,-22.4042831999,-51.5242398508
São Paulo,SP,Vale do Paraíba Paulista,Natividade da Serra,-23.3757869834,-45.4464004707
São Paulo,SP,Macro Metropolitana Paulista,Nazaré Paulista,-23.178695811,-46.402590215
São Paulo,SP,São José do Rio Preto,Neves Paulista,-20.8439161558,-49.6304748513
São Paulo,SP,São José do Rio Preto,Nova Aliança,-21.0137347172,-49.5071383479
São Paulo,SP,São José do Rio Preto,Nova Castilho,-20.7656546201,-50.3439061762
São Paulo,SP,Araraquara,Nova Europa,-21.7789228839,-48.5621404277
São Paulo,SP,São José do Rio Preto,Nova Granada,-20.5331539994,-49.3200928761
São Paulo,SP,Presidente Prudente,Nova Guataporanga,-21.3299371412,-51.6498328904
São Paulo,SP,Araçatuba,Nova Independência,-21.1045420015,-51.4904465281
São Paulo,SP,São José do Rio Preto,Nova Luzitânia,-20.8566109994,-50.2658273723
São Paulo,SP,Campinas,Nova Odessa,-22.7827946609,-47.2936346144
São Paulo,SP,São José do Rio Preto,Novais,-20.9903581964,-48.9170637097
São Paulo,SP,São José do Rio Preto,Novo Horizonte,-21.4684749894,-49.2217495337
São Paulo,SP,Ribeirão Preto,Nuporanga,-20.7339997348,-47.7491054639
São Paulo,SP,Marília,Ocauçu,-22.4388604479,-49.9273728304
São Paulo,SP,Assis,Óleo,-22.9445847775,-49.3409507526
São Paulo,SP,São José do Rio Preto,Olímpia,-20.737283985,-48.9134917258
São Paulo,SP,São José do Rio Preto,Onda Verde,-20.6127221201,-49.2992147943
São Paulo,SP,Marília,Oriente,-22.1485994118,-50.0935854637
São Paulo,SP,São José do Rio Preto,Orindiúva,-20.180196743,-49.351818481
São Paulo,SP,Ribeirão Preto,Orlândia,-20.720421495,-47.8863838221
São Paulo,SP,Metropolitana de São Paulo,Osasco,-23.533612,-46.7888101443
São Paulo,SP,Presidente Prudente,Osvaldo Cruz,-21.7970835,-50.8731391103
São Paulo,SP,Assis,Ourinhos,-22.9772675,-49.8685798359
São Paulo,SP,São José do Rio Preto,Ouroeste,-19.995592107,-50.3775846522
São Paulo,SP,São José do Rio Preto,Palmares Paulista,-21.0824706914,-48.8012846265
São Paulo,SP,São José do Rio Preto,Palmeira d'Oeste,-20.4162173247,-50.7659878049
São Paulo,SP,Assis,Palmital,-22.785592,-50.2187909877
São Paulo,SP,Presidente Prudente,Panorama,-21.3601835579,-51.8565741615
São Paulo,SP,Vale do Paraíba Paulista,Paraibuna,-23.3862615659,-45.6628640606
São Paulo,SP,São José do Rio Preto,Paraíso,-21.0157929994,-48.7725289127
São Paulo,SP,Bauru,Paranapanema,-23.3869279993,-48.7236769841
São Paulo,SP,São José do Rio Preto,Paranapuã,-20.0998059525,-50.586718918
São Paulo,SP,Presidente Prudente,Parapuã,-21.7798391438,-50.7938438431
São Paulo,SP,Bauru,Pardinho,-23.0803183239,-48.3728766837
São Paulo,SP,Litoral Sul Paulista,Pariquera-Açu,-24.712546631,-47.8799976029
São Paulo,SP,Ribeirão Preto,Patrocínio Paulista,-20.6411534023,-47.2830600903
São Paulo,SP,Presidente Prudente,Paulicéia,-21.309275558,-51.8471399509
São Paulo,SP,Campinas,Paulínia,-22.7599217,-47.154385801
São Paulo,SP,Bauru,Paulistânia,-22.574300748,-49.3990383461
São Paulo,SP,São José do Rio Preto,Paulo de Faria,-20.0293000278,-49.3995518864
São Paulo,SP,Bauru,Pederneiras,-22.3554915,-48.7796809636
São Paulo,SP,Campinas,Pedra Bela,-22.7913843519,-46.4420309473
São Paulo,SP,São José do Rio Preto,Pedranópolis,-20.2476466672,-50.1123902829
São Paulo,SP,Ribeirão Preto,Pedregulho,-20.2568709994,-47.4817949691
São Paulo,SP,Campinas,Pedreira,-22.743771,-46.8978020903
São Paulo,SP,Assis,Pedrinhas Paulista,-22.8112152136,-50.7921656555
São Paulo,SP,Litoral Sul Paulista,Pedro de Toledo,-24.2728006735,-47.2290763497
São Paulo,SP,Araçatuba,Penápolis,-21.418383015,-50.073036275
São Paulo,SP,Araçatuba,Pereira Barreto,-20.6366689994,-51.1066610199
São Paulo,SP,Itapetininga,Pereiras,-23.0728523359,-47.967866773
São Paulo,SP,Litoral Sul Paulista,Peruíbe,-24.319508884,-46.9973018645
São Paulo,SP,Araçatuba,Piacatu,-21.5953916792,-50.5994257172
São Paulo,SP,Macro Metropolitana Paulista,Piedade,-23.714202223,-47.4180151509
São Paulo,SP,Vale do Paraíba Paulista,Pindamonhangaba,-22.9266687259,-45.4620488462
São Paulo,SP,São José do Rio Preto,Pindorama,-21.1859884886,-48.9056375353
São Paulo,SP,Presidente Prudente,Piquerobi,-21.8849896988,-51.7316269038
São Paulo,SP,Vale do Paraíba Paulista,Piquete,-22.6111668852,-45.1835694245
São Paulo,SP,Macro Metropolitana Paulista,Piracaia,-23.050499,-46.3587552005
São Paulo,SP,Piracicaba,Piracicaba,-22.723722,-47.6468462362
São Paulo,SP,Assis,Piraju,-23.192991495,-49.3839744897
São Paulo,SP,Bauru,Pirajuí,-21.993447,-49.4566424334
São Paulo,SP,Ribeirão Preto,Pirangi,-21.0996316626,-48.6698419326
São Paulo,SP,Metropolitana de São Paulo,Pirapora do Bom Jesus,-23.3975233079,-47.0009675687
São Paulo,SP,Presidente Prudente,Pirapozinho,-22.276675485,-51.4995842901
São Paulo,SP,Campinas,Pirassununga,-21.994049295,-47.4251728817
São Paulo,SP,Bauru,Piratininga,-22.4120659448,-49.1372522168
São Paulo,SP,Ribeirão Preto,Pitangueiras,-21.0109994994,-48.2222657515
São Paulo,SP,São José do Rio Preto,Planalto,-21.0323282025,-49.9257197992
São Paulo,SP,Assis,Platina,-22.6334572583,-50.2089345358
São Paulo,SP,Metropolitana de São Paulo,Poá,-23.5286265677,-46.3462203887
São Paulo,SP,Marília,Pompéia,-22.1061456541,-50.1760280549
São Paulo,SP,Bauru,Pongaí,-21.7361764725,-49.3608700749
São Paulo,SP,Ribeirão Preto,Pontal,-21.02571,-48.0378373025
São Paulo,SP,São José do Rio Preto,Pontalinda,-20.4408338429,-50.5246020157
São Paulo,SP,São José do Rio Preto,Pontes Gestal,-20.1823631062,-49.7035523558
São Paulo,SP,São José do Rio Preto,Populina,-19.9443331307,-50.5368531154
São Paulo,SP,Itapetininga,Porangaba,-23.1753874993,-48.1267674358
São Paulo,SP,Macro Metropolitana Paulista,Porto Feliz,-23.214412268,-47.5245965731
São Paulo,SP,Campinas,Porto Ferreira,-21.858362505,-47.4814096434
São Paulo,SP,São José do Rio Preto,Potirendaba,-21.0450947211,-49.3781831999
São Paulo,SP,Presidente Prudente,Pracinha,-21.8519276207,-51.0870772105
São Paulo,SP,Ribeirão Preto,Pradópolis,-21.3580490113,-48.065583022
São Paulo,SP,Metropolitana de São Paulo,Praia Grande,-24.0030215,-46.4120495836
São Paulo,SP,Bauru,Presidente Alves,-22.1036743192,-49.4391492872
São Paulo,SP,Presidente Prudente,Presidente Bernardes,-22.0089907788,-51.5575701918
São Paulo,SP,Presidente Prudente,Presidente Prudente,-22.1227435,-51.3867655819
São Paulo,SP,Bauru,Promissão,-21.5388674994,-49.8577352348
São Paulo,SP,Assis,Quatá,-22.2494047984,-50.6979473894
São Paulo,SP,Marília,Queiroz,-21.799094434,-50.2409284561
São Paulo,SP,Vale do Paraíba Paulista,Queluz,-22.5418444993,-44.7784773101
São Paulo,SP,Marília,Quintana,-22.0719198264,-50.3115952429
São Paulo,SP,Piracicaba,Rafard,-23.0115563539,-47.5311606809
São Paulo,SP,Presidente Prudente,Rancharia,-22.22845101,-50.8902116859
São Paulo,SP,Vale do Paraíba Paulista,Redenção da Serra,-23.2726554993,-45.5364956107
São Paulo,SP,Presidente Prudente,Regente Feijó,-22.2202340929,-51.3031489767
São Paulo,SP,Bauru,Reginópolis,-21.8867609386,-49.2297976711
São Paulo,SP,Litoral Sul Paulista,Registro,-24.494251428,-47.8410547517
São Paulo,SP,Ribeirão Preto,Restinga,-20.6038028263,-47.4830902375
São Paulo,SP,Itapetininga,Ribeira,-24.6574894993,-49.0083019948
São Paulo,SP,Itapetininga,Ribeirão Branco,-24.2202684576,-48.7654774815
São Paulo,SP,Ribeirão Preto,Ribeirão Corrente,-20.4606601744,-47.5907050925
São Paulo,SP,Assis,Ribeirão do Sul,-22.7857347997,-49.9341678147
São Paulo,SP,Presidente Prudente,Ribeirão dos Índios,-21.8385000397,-51.6006345172
São Paulo,SP,Itapetininga,Ribeirão Grande,-24.1012003107,-48.367071156
São Paulo,SP,Metropolitana de São Paulo,Ribeirão Pires,-23.707423,-46.4153443749
São Paulo,SP,Ribeirão Preto,Ribeirão Preto,-21.1848345,-47.8054759155
São Paulo,SP,Ribeirão Preto,Rifaina,-20.0829324994,-47.4291988991
São Paulo,SP,Araraquara,Rincão,-21.5891894994,-48.0723300667
São Paulo,SP,Presidente Prudente,Rinópolis,-21.7278909994,-50.7248383217
São Paulo,SP,Piracicaba,Rio das Pedras,-22.8428607225,-47.6044848862
São Paulo,SP,Metropolitana de São Paulo,Rio Grande da Serra,-23.744515,-46.393692674
São Paulo,SP,São José do Rio Preto,Riolândia,-19.977734338,-49.6811591029
São Paulo,SP,Itapetininga,Riversul,-23.8313350066,-49.4366967189
São Paulo,SP,Presidente Prudente,Rosana,-22.5811754993,-53.0586544794
São Paulo,SP,Araçatuba,Rubiácea,-21.3005239895,-50.7269079995
São Paulo,SP,São José do Rio Preto,Rubinéia,-20.1717745,-50.997484555
São Paulo,SP,Bauru,Sabino,-21.4602138337,-49.5808185602
São Paulo,SP,Presidente Prudente,Sagres,-21.8811386706,-50.9571547112
São Paulo,SP,Ribeirão Preto,Sales Oliveira,-20.777882152,-47.8423493399
São Paulo,SP,Metropolitana de São Paulo,Salesópolis,-23.5317929884,-45.8471769296
São Paulo,SP,Presidente Prudente,Salmourão,-21.6253627328,-50.8606720043
São Paulo,SP,Piracicaba,Saltinho,-22.8433674978,-47.6782883888
São Paulo,SP,Macro Metropolitana Paulista,Salto,-23.2040738058,-47.2924156291
São Paulo,SP,Macro Metropolitana Paulista,Salto de Pirapora,-23.649132225,-47.5746801202
São Paulo,SP,Assis,Salto Grande,-22.8905072542,-49.981077759
São Paulo,SP,Presidente Prudente,Sandovalina,-22.45854174,-51.7599517361
São Paulo,SP,São José do Rio Preto,Santa Adélia,-21.24327,-48.8059484186
São Paulo,SP,São José do Rio Preto,Santa Albertina,-20.030702622,-50.7305643708
São Paulo,SP,Vale do Paraíba Paulista,Santa Branca,-23.3957580349,-45.8876482871
São Paulo,SP,São José do Rio Preto,Santa Clara d'Oeste,-20.0913919359,-50.9302211545
São Paulo,SP,Piracicaba,Santa Cruz da Conceição,-22.1276819651,-47.457163695
São Paulo,SP,Ribeirão Preto,Santa Cruz da Esperança,-21.291168377,-47.4337805615
São Paulo,SP,Campinas,Santa Cruz das Palmeiras,-21.827568,-47.2494144219
São Paulo,SP,Assis,Santa Cruz do Rio Pardo,-22.9057225,-49.6246088693
São Paulo,SP,Ribeirão Preto,Santa Ernestina,-21.462921503,-48.3936499289
São Paulo,SP,Piracicaba,Santa Gertrudes,-22.4553269563,-47.5307087162
São Paulo,SP,Metropolitana de São Paulo,Santa Isabel,-23.3180885,-46.2270128418
São Paulo,SP,Araraquara,Santa Lúcia,-21.6865678511,-48.0853360131
São Paulo,SP,Piracicaba,Santa Maria da Serra,-22.5694102578,-48.1590141415
São Paulo,SP,Ribeirão Preto,Santa Rita do Passa Quatro,-21.70714401,-47.4789808518
São Paulo,SP,São José do Rio Preto,Santa Rita d'Oeste,-20.1418014734,-50.8309473882
São Paulo,SP,Ribeirão Preto,Santa Rosa de Viterbo,-21.4852725,-47.3672689283
São Paulo,SP,São José do Rio Preto,Santa Salete,-20.243845188,-50.6884618812
São Paulo,SP,São José do Rio Preto,Santana da Ponte Pensa,-20.2526022557,-50.7984038446
São Paulo,SP,Metropolitana de São Paulo,Santana de Parnaíba,-23.449453,-46.9220925056
São Paulo,SP,Presidente Prudente,Santo Anastácio,-21.97302102,-51.6498922118
São Paulo,SP,Metropolitana de São Paulo,Santo André,-23.65751,-46.5308742576
São Paulo,SP,Ribeirão Preto,Santo Antônio da Alegria,-21.0899640291,-47.15593097
São Paulo,SP,Campinas,Santo Antônio de Posse,-22.6047968523,-46.9159099001
São Paulo,SP,Araçatuba,Santo Antônio do Aracanguá,-20.9324968425,-50.4967350523
São Paulo,SP,Campinas,Santo Antônio do Jardim,-22.1185234999,-46.6823066318
São Paulo,SP,Presidente Prudente,Santo Expedito,-21.8468050512,-51.3909209814
São Paulo,SP,Araçatuba,Santópolis do Aguapeí,-21.6393116638,-50.5046924736
São Paulo,SP,Metropolitana de São Paulo,Santos,-23.9337375,-46.3313708492
São Paulo,SP,Vale do Paraíba Paulista,São Bento do Sapucaí,-22.6852869533,-45.7371389869
São Paulo,SP,Metropolitana de São Paulo,São Bernardo do Campo,-23.7103045,-46.5502572477
São Paulo,SP,Metropolitana de São Paulo,São Caetano do Sul,-23.614705,-46.5715146086
São Paulo,SP,São José do Rio Preto,São Francisco,-20.3584138176,-50.7000971573
São Paulo,SP,Campinas,São João da Boa Vista,-21.972011,-46.7963507818
São Paulo,SP,São José do Rio Preto,São João das Duas Pontes,-20.3887717266,-50.3807219077
São Paulo,SP,Presidente Prudente,São João do Pau d'Alho,-21.2683639994,-51.6666651612
São Paulo,SP,Ribeirão Preto,São José da Bela Vista,-20.5944195311,-47.6409895015
São Paulo,SP,Vale do Paraíba Paulista,São José do Barreiro,-22.6464898966,-44.5783409613
São Paulo,SP,Campinas,São José do Rio Pardo,-21.5961025,-46.8882658895
São Paulo,SP,São José do Rio Preto,São José do Rio Preto,-20.8126365,-49.381347685
São Paulo,SP,Vale do Paraíba Paulista,São José dos Campos,-23.1840615,-45.8841754015
São Paulo,SP,Metropolitana de São Paulo,São Lourenço da Serra,-23.8490857161,-46.9417497174
São Paulo,SP,Vale do Paraíba Paulista,São Luiz do Paraitinga,-23.2218715102,-45.3095445048
São Paulo,SP,Bauru,São Manuel,-22.736459985,-48.5687632813
São Paulo,SP,Macro Metropolitana Paulista,São Miguel Arcanjo,-23.87949,-47.9955891464
São Paulo,SP,Piracicaba,São Pedro,-22.548888,-47.9140329971
São Paulo,SP,Assis,São Pedro do Turvo,-22.7512564292,-49.7414761629
São Paulo,SP,Macro Metropolitana Paulista,São Roque,-23.530359,-47.1354230127
São Paulo,SP,Vale do Paraíba Paulista,São Sebastião,-23.8066876521,-45.4026801405
São Paulo,SP,Campinas,São Sebastião da Grama,-21.7084207919,-46.8241276258
São Paulo,SP,Ribeirão Preto,São Simão,-21.4797233722,-47.55335254
São Paulo,SP,Macro Metropolitana Paulista,Sarapuí,-23.6415065708,-47.827195985
São Paulo,SP,São José do Rio Preto,Sebastianópolis do Sul,-20.6568804994,-49.9209224971
São Paulo,SP,Ribeirão Preto,Serra Azul,-21.3102876657,-47.5632499203
São Paulo,SP,Campinas,Serra Negra,-22.6126935219,-46.7017913807
São Paulo,SP,Ribeirão Preto,Serrana,-21.209477985,-47.5977620963
São Paulo,SP,Ribeirão Preto,Sertãozinho,-21.137021505,-47.991148431
São Paulo,SP,Litoral Sul Paulista,Sete Barras,-24.3886037822,-47.9272169635
São Paulo,SP,São José do Rio Preto,Severínia,-20.8093857878,-48.8015339794
São Paulo,SP,Vale do Paraíba Paulista,Silveiras,-22.6614243464,-44.8489961032
São Paulo,SP,Campinas,Socorro,-22.5920299519,-46.5292115918
São Paulo,SP,Macro Metropolitana Paulista,Sorocaba,-23.499323,-47.4578532532
São Paulo,SP,Araçatuba,Sud Mennucci,-20.6929434994,-50.920526559
São Paulo,SP,Campinas,Sumaré,-22.822145,-47.2658027321
São Paulo,SP,Araçatuba,Suzanápolis,-20.503344267,-51.0282225865
São Paulo,SP,Metropolitana de São Paulo,Suzano,-23.5368275,-46.3078104673
São Paulo,SP,São José do Rio Preto,Tabapuã,-20.9576006761,-49.0326214092
São Paulo,SP,Araraquara,Tabatinga,-21.7325145,-48.686787614
São Paulo,SP,Metropolitana de São Paulo,Taboão da Serra,-23.6233285,-46.7857800342
São Paulo,SP,Presidente Prudente,Taciba,-22.3882662616,-51.2847734241
São Paulo,SP,Assis,Taguaí,-23.4498141186,-49.4057711156
São Paulo,SP,Ribeirão Preto,Taiaçu,-21.1467362736,-48.5119552221
São Paulo,SP,Ribeirão Preto,Taiúva,-21.1295562883,-48.4539353423
São Paulo,SP,Campinas,Tambaú,-21.703033,-47.2716155131
São Paulo,SP,São José do Rio Preto,Tanabi,-20.6251121361,-49.6488201994
São Paulo,SP,Ribeirão Preto,Taquaral,-21.0726085,-48.4086549184
